CaseID,Q1,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q8,Q9A,Q9B,Q9C,Q9D,Q10A,Q10B,Q10C,Q10D,Q12,Q13,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q17,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q22a,Q22b,Q22c,Q22d,Q22e,Q22f,Q23,Q24,Q24A,Q25a,Q25b,Q25c,Q25d,Q25e,Q25f,Q25g,XPARTY7,PARTY_1,PARTY_1_Other,PARTY_2,PARTY_3,PARTY_4,TEAPARTY3,XIDEO,xspanish,xprimelan,PARENT,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,weight,duration
56,2,3,3,4,3,3,3,3,3,3,3,2,3,2,3,3,1,3,3,3,3,3,3,3,3,1,1,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,2,1,2,1,1,1,1, ,1, , ,3,7,1,5,0,31,2,2,11,3,1,2,1,2,1,13,1,1,4,8,1,84,0,0,0,0,2,1,1,1.1121,9
57,2,2,2,2,1,3,3,3,3,3,3,2,3,2,3,3,1,1,1,2,2,1,1,2,1,1,1,3,3,3,2,2,1,1,1,2,3,3,2,3,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,1,1,1,1,3,1,2,1,2,2,1,1,6,2, , ,2, , ,2,1,5,1,47,4,3,9,2,1,2,1,4,1,7,1,1,2,3,1,33,0,0,2,0,2,1,1,.7544,9
58,1,2,2,-1,2,3,3,3,3,1,3,3,3,2,3,2,1,3,3,2,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,2,3,3,2,2,2,3,4, , , ,1,1,5,1,5,0,34,2,2,12,4,3,2,0,2,2,17,1,1,4,9,2,93,0,0,0,0,2,1,1,2.0212,3
59,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,1,3,3,3,3,3,3,3,6,2, , ,2, , ,4,1,5,0,22,1,1,9,2,1,1,0,6,1,16,5,1,1,2,1,23,0,0,1,1,4,1,1,1.2497,6
60,1,1,1,1,1,3,3,3,3,3,3,2,3,2,1,-1,2,1,1,2,2,1,3,2,2,1,1,3,1,3,2,3,-1,-1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,-1,3,-1,1, ,3,3,2,1,1,1,2,2,1,3,3, , , ,1,2,4,1,5,0,59,5,3,12,4,2,2,1,2,1,14,2,1,2,3,1,31,0,0,0,0,2,1,1,1.0507,11
61,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,1,1,3,3,3,3,3,2,3,2,1,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,1,1,1,2,1,2,1,2,1,1,1, ,1, , ,1,6,1,5,0,54,4,3,10,3,1,2,1,2,1,12,1,1,4,9,1,92,0,0,0,0,2,5,1,.8841,6
62,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,1,3,1,1,3,1,3,3,1,1,1,1,2,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,2,1,3,3,2,2,3,3,1,1,1,1,1,1,1,1,7,2, , ,1, , ,2,1,5,0,67,6,4,13,4,1,2,1,2,1,17,1,1,1,1,1,16,0,0,0,0,2,1,1,.6113,7
63,2,4,4,3,2,3,3,3,3,3,3,2,3,3,3,3,1,1,1,3,3,1,1,3,3,3,2,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3, ,2,2,1,1,2,1,2,2,1,3,4, , , ,1,1,3,1,5,0,20,1,1,10,3,1,1,1,2,3,2,5,1,3,7,1,71,0,0,0,0,2,4,1,1.0802,13
64,1,2,2,2,1,3,3,1,3,2,2,2,1,2,1,3,2,1,1,2,1,1,2,2,1,1,1,3,1,2,2,2,2,3,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,3,2,2,2,3, ,1,2,1,1,1,1,1,2,1,7,2, , ,1, , ,5,2,3,0,61,5,4,3,1,4,2,0,3,1,8,2,1,4,9,2,93,0,0,0,0,3,1,1,1.2116,44
65,2,3,2,2,1,1,1,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3, ,2,3,3,3,3,3,3,3,3,2,1, ,2, , ,3,4,1,5,0,24,1,1,11,3,1,1,0,5,1,16,5,1,2,3,1,34,0,0,0,1,4,1,1,1.1543,4
66,2,3,4,3,3,3,2,3,3,2,1,1,1,3,3,2,1,3,1,3,3,2,2,3,3,1,3,3,2,2,3,3,3,3,2,2,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,2,2,3,2,2,2, ,2,1,1,2,1,1,1,3,2,2,1, ,2, , ,2,4,2,3,0,23,1,1,7,1,4,2,0,2,4,2,4,1,3,7,2,74,0,0,0,0,2,6,0,2.6593,5
67,1,2,2,2,1,2,3,3,3,3,3,2,3,2,1,3,2,3,3,3,2,3,3,3,2,1,1,3,2,3,1,2,1,1,1,2,3,3,2,3,3,3,2,3,1,3,1,3,3,3,3,2,2,3,1,1,1,3,1,3,1,1,1,2,2,1,1,6,2, , ,2, , ,4,1,5,0,44,3,2,12,4,1,2,1,2,1,17,1,1,4,8,1,88,0,0,0,0,2,2,1,.8941,22
68,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,2,2,3,1,2,2,1,1,3,3,3,3,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,1,3,1,1,2,2,1,2,1,3,5, , , ,1,3,5,1,5,1,53,4,3,12,4,1,1,1,5,1,17,1,1,4,9,1,91,0,0,0,1,4,1,1,.6167,7
69,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,3,3,3,3,1,1,3,1,3,2,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,1,2,1,1,1,2,1,1,2,1,1,1,1,6,2, , ,2, , ,3,1,5,1,32,2,2,13,4,1,2,1,3,1,16,1,1,4,9,1,93,1,0,0,0,2,1,1,.8941,5
70,2,3,3,3,2,3,3,3,3,3,1,2,3,2,3,3,2,1,1,1,1,2,3,2,1,1,3,2,1,1,2,1,1,1,1,3,1,3,2,3,2,3,2,3,1,3,1,3,1,3,2,3,1,2,1,2,1,3,1,1,1,1,1,2,2,2,1,3,3, , , ,1,3,5,1,5,0,61,5,4,12,4,1,2,1,2,1,14,1,1,1,2,1,21,0,0,0,0,2,5,1,.6113,9
71,2,2,2,2,3,2,2,3,2,2,3,2,3,3,1,2,2,2,2,2,2,1,3,2,3,1,1,3,2,3,1,2,1,1,2,1,2,3,2,2,3,3,2,3,1,3,1,2,3,3,3,2,2,3,1,1,1,3,3,1,1,1,2,2,1,2,1,1,1, ,1, , ,3,6,1,5,0,68,6,4,13,4,1,1,1,2,1,18,1,1,1,1,1,16,0,0,0,0,2,1,1,.6411,55
72,2,1,1,2,2,3,3,3,3,3,3,2,3,2,3,2,2,1,1,2,2,1,3,1,1,1,1,3,3,3,3,3,3,1,2,1,3,3,2,2,3,3,3,3,3,3,3,2,3,3,2,1,3,3,3,1,1, ,3,1,1,1,1,1,1,2,1,7,2, , ,1, , ,1,1,5,0,55,5,3,12,4,1,1,0,3,1,17,5,1,1,1,1,14,0,0,0,0,3,4,0,.6964,73
73,2,4,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3, ,1,1,1,1,1,1,1,1,1,3,3, , , ,1,3,6,1,5,0,71,6,4,10,3,1,1,1,1,1,9,2,1,3,5,1,56,0,0,0,0,1,1,1,.7961,12
74,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,1,2,2,2,3,2,3,3,3,1,1,3,2,3,1,3,3,2,2,2,1,2,2,2,1,3,2,2,1,2,1,2,3,2,2,3,2,3,2,1,3, ,1,1,1,1,1,2,2,1,1,4,5, , , ,-1, ,4,1,5,0,62,5,4,9,2,1,1,1,1,1,5,5,1,3,5,1,52,0,0,0,0,1,5,1,.7468,13
75,2,1,2,2,1,3,3,3,3,3,3,2,3,2,3,2,2,1,1,3,2,1,3,2,3,1,1,3,2,2,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2,1,1, ,1,2,1,1,1,1,1,2,1,5,3, , , ,2, ,2,1,5,0,48,4,3,14,4,3,1,1,1,1,16,5,1,4,9,1,93,0,0,0,0,1,1,1,1.2724,1040
76,1,2,2,2,1,3,3,3,3,2,3,2,3,2,3,3,2,3,3,2,2,1,3,3,2,1,1,3,3,3,1,2,1,1,1,1,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,2,1,2,1,2,1,1,1,1,1,1,1,5,3, , , ,2, ,4,1,5,0,60,5,4,12,4,1,1,1,2,1,16,1,1,2,4,1,43,0,0,0,0,2,4,1,.6342,16
77,2,3,3,3,3,3,3,3,3,3,1,2,1,3,1,3,1,3,3,3,3,3,3,3,3,1,1,3,1,2,3,2,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,2,2, ,1,3,1,1,1,1,1,2,1,3,5, , , ,1,3,5,1,5,0,31,2,2,11,3,1,1,0,2,2,12,6,1,2,3,1,33,0,0,0,0,2,1,1,1.0517,6
78,2,2,2,2,2,3,3,3,3,3,1,2,-1,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,2,3,2,2,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,1,1,3,1,1,2,2,1,2,1,5,3, , , ,2, ,1,1,5,0,42,3,2,10,3,1,1,1,2,1,19,1,1,4,8,1,84,0,0,0,0,2,1,1,.9721,274
79,1,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,1,3,3,3,1,1,3,3,3,2,2,2,1,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,1,1,2,2,2,1,2,1,2,1,1,6,2, , ,2, , ,4,1,5,1,38,3,2,13,4,1,2,1,4,1,19,1,1,3,5,1,58,0,1,1,0,2,1,1,1.0476,10
80,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,3,1,3,2,3,1,1,3,3,3,3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,2,2,2,1,1,1,2,1,1,3,3, , , ,1,3,6,1,5,0,19,1,1,10,3,1,2,0,3,1,16,5,1,3,5,1,56,0,0,0,0,3,1,1,1.491,7
81,1,2,2,2,1,3,3,3,3,3,3,3,3,2,3,2,2,3,1,2,2,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,1,1, ,1,2,1,1,1,1,1,1,1,7,2, , ,1, , ,4,1,5,0,65,6,4,9,2,3,1,1,1,3,2,5,1,1,2,2,21,0,0,0,0,1,5,1,1.4248,8
82,2,4,4,4,4,3,1,3,3,3,3,3,3,3,1,3,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,2,1,2,2,2,2,2,1,3,3, , , ,1,1,5,1,5,0,67,6,4,9,2,1,1,1,2,1,6,2,1,4,8,1,86,0,0,0,0,2,5,1,.6179,12
83,1,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,1,1,3,3,3,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,6,2, , ,2, , ,3,1,2,1,45,4,3,11,3,4,2,0,5,1,17,1,1,2,3,1,33,0,0,1,2,2,1,1,1.4064,7
84,2,2,2,1,2,3,3,3,3,3,3,2,3,2,3,2,2,1,1,2,3,2,2,1,3,1,1,3,3,3,3,2,2,1,2,2,3,2,2,3,3,3,3,3,3,2,1,3,3,3,2,1,3,3,2,2,2,2,1,3,1,1,2,2,2,1,2,6,2, , ,2, , ,3,1,5,1,40,3,2,10,3,1,1,1,4,1,16,1,1,2,4,1,41,0,0,0,2,2,2,1,1.0746,12
85,2,2,2,2,1,3,3,3,3,3,3,2,3,2,1,3,2,3,3,2,3,3,3,1,1,1,2,3,2,3,3,2,1,2,2,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,2,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1, ,1, , ,3,4,1,5,0,68,6,4,10,3,1,1,1,2,1,8,1,1,3,5,1,57,0,0,0,0,2,1,1,.7961,9
86,-1,3,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,3,1,3,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,1,2,2,2,1,1,1, ,1, , ,1,6,1,5,0,64,5,4,10,3,1,2,1,2,1,14,1,1,3,6,1,62,0,0,0,0,2,5,1,.8872,6
87,2,2,2,3,2,3,3,2,1,3,1,2,3,2,3,3,2,2,2,2,3,3,3,3,3,1,1,2,1,3,3,2,1,1,2,1,3,2,2,3,1,3,2,2,1,2,1,2,3,3,3,1,2,3,2,2,3,3,2,1,1,1,2,1,1,1,1,5,5, , , ,2, ,3,1,5,0,66,6,4,10,3,1,1,1,2,1,12,1,1,2,3,1,34,0,0,0,0,2,5,1,.7293,9
88,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,1,1,2,2,1,1,3,2,2,2,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,2,2,2,2,2,2,1,7,2, , ,1, , ,4,1,5,-1,50,4,3,10,3,2,2,1,1,1,16,1,1,4,9,1,93,0,0,0,0,1,4,1,1.2101,8
89,2,2,2,1,2,3,3,3,3,3,3,2,3,3,3,3,2,1,1,2,2,3,3,3,2,1,1,3,3,3,1,2,1,1,1,1,3,3,2,2,3,3,2,3,3,3,3,2,3,3,3,1,3,3,3,2,1,2,3,2,1,1,2,2,2,2,1,7,2, , ,1, , ,2,1,5,0,72,6,4,13,4,1,2,1,2,1,16,1,1,4,9,1,93,0,0,0,0,2,5,1,.6042,9
90,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3, ,2,1,1,1,2,2,1,2,1,7,2, , ,1, , ,3,1,5,0,64,5,4,9,2,1,1,1,1,3,10,5,1,4,8,2,82,0,0,0,0,1,5,1,.7054,19
91,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,2,3,3,3,3,3,3,3,6,2, , ,2, , ,2,1,5,0,24,1,1,12,4,1,1,1,3,1,16,5,1,2,3,1,32,0,0,0,0,3,1,1,.9823,19
92,1,3,2,2,3,3,3,3,3,2,3,2,2,2,3,2,1,3,3,1,3,2,1,1,3,1,1,3,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,3,3,2,3,2,3,2,3,3,3,3,2,1,2, ,3,1,1,1,1,3,2,2,1,7,2, , ,1, , ,2,1,5,0,51,4,3,12,4,2,2,1,1,1,13,3,1,3,7,1,74,0,0,0,0,1,1,1,1.1232,2077
93,2,4,3,4,3,3,3,3,1,3,1,2,3,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,2,3,1,3,3,1,-1,2,2,1,-1,2,1,1, ,1, , ,1,6,1,5,1,56,5,3,9,2,1,2,1,5,1,19,1,1,4,8,1,86,0,0,3,0,2,7,1,.7727,5
94,2,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,1,3,1,3,3,2,3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,7,2, , ,1, , ,4,1,5,1,40,3,2,10,3,2,2,1,4,1,14,1,1,3,5,1,59,0,0,0,1,3,1,1,1.7837,14
95,2,4,3,3,3,1,1,2,3,3,1,2,3,2,1,2,1,1,1,1,1,2,1,3,1,1,1,2,1,1,3,1,3,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,3,3,1,1,1,1,1,1, ,1,3,1,1,2,1,2,1,2,5,5, , , ,2, ,2,1,5,0,23,1,1,10,3,1,1,0,6,2,17,5,1,4,9,1,93,0,0,1,0,5,1,1,1.0442,12
96,2,2,1,1,1,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,1,1,1,1,1,1,1,1,5,3, , , ,2, ,2,1,5,0,44,3,2,10,3,1,1,0,2,1,16,3,1,3,7,1,74,0,0,0,0,2,1,1,1.1749,7
97,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,2,2,2,1,1,1,2,2,1,7,2, , ,1, , ,4,1,1,0,25,2,1,10,3,4,1,0,3,3,8,5,1,3,5,2,59,0,0,0,0,3,1,1,1.0952,8
98,2,3,2,1,2,3,3,3,3,3,3,2,3,3,1,3,2,1,1,2,2,2,3,2,3,1,1,3,2,3,2,2,2,1,2,2,2,2,3,3,3,3,3,3,3,2,1,3,3,3,2,1,3,3,2,1,2,3,3,3,1,1,1,1,1,2,1,3,3, , , ,1,3,4,1,5,0,55,5,3,12,4,1,2,1,3,5,19,1,1,3,5,1,59,0,0,0,0,3,5,1,.8329,20
99,2,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,6,2, , ,2, , ,4,1,5,1,26,2,1,9,2,1,2,0,4,1,12,1,0,3,5,1,58,1,0,1,0,2,7,1,1.1988,23
100,1,4,4,4,4,3,3,3,3,3,3,2,3,2,3,3,1,3,3,3,3,3,3,3,3,3,-1,3,2,3,3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3, ,1,1,1,1,2,1,1,1,1,6,2, , ,2, , ,4,1,5,0,46,4,3,9,2,3,1,1,1,3,10,5,1,1,1,2,14,0,0,0,0,1,1,1,1.7486,4
101,1,2,2,2,2,3,3,3,3,3,3,2,2,2,1,3,2,1,1,2,2,3,3,3,3,1,1,3,2,3,1,1,1,1,2,1,3,3,2,3,2,3,3,3,3,3,3,2,3,3,2,1,2,3,2,2,1,1,1,2,1,1,1,1,1,2,1,7,2, , ,1, , ,2,1,5,0,55,5,3,14,4,1,2,1,3,1,17,1,1,4,9,1,93,0,0,0,0,3,1,1,.7108,7
102,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,-1,-1,3,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1,4,-1, , , ,-1, ,9,1,5,0,55,5,3,9,2,1,1,1,2,1,16,1,1,2,3,1,31,0,0,0,0,2,4,1,.858,6
103,1,3,2,2,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,1,1,1,1,1,6,2, , ,2, , ,4,1,5,1,31,2,2,13,4,1,2,1,4,2,15,1,1,2,4,2,47,0,0,2,0,2,7,1,.9727,9
104,1,3,2,3,2,3,3,3,3,3,1,2,3,2,1,3,2,1,1,2,2,2,3,3,3,1,1,3,2,3,2,2,3,2,1,2,3,3,2,2,2,3,2,2,1,3,1,2,1,3,3,1,2,3,2,2,3, ,1,3,2,1,1,2,1,3,1,6,2, , ,2, , ,2,1,1,0,21,1,1,10,3,4,2,0,5,1,15,5,1,4,9,2,93,0,0,0,1,4,7,1,1.3886,11
105,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,2,3,1,2,3,1,1,3,3,3,3,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,1, ,2,2,1,1,1,1,1,1,1,6,2, , ,2, , ,3,1,1,0,24,1,1,12,4,4,1,0,4,1,15,5,1,3,7,1,74,0,0,0,0,4,4,1,.9538,10
106,2,2,1,1,1,3,3,3,3,3,3,2,3,3,1,3,2,2,1,3,2,3,3,3,2,1,1,3,3,3,2,2,2,1,1,2,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,1,2,1,2,1,2,2,2,1,7,2, , ,1, , ,2,1,5,0,66,6,4,10,3,1,1,1,3,3,15,1,1,4,9,2,93,0,0,0,0,3,2,1,.6741,143
107,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,1,1,1,1,1,1,2,2,3,3,3,3,3,3,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,1,1,1,2,1,1,2,2,3,4, , , ,1,1,6,1,5,0,59,5,3,9,2,5,1,1,9,1,12,1,1,4,9,1,92,0,0,2,1,6,1,1,.374,10
108,2,4,3,1,2,3,3,3,3,2,3,2,3,2,3,2,1,1,1,3,1,3,3,3,2,3,1,3,2,3,3,3,1,1,1,2,3,3,2,3,3,3,3,3,1,2,1,2,3,3,2,1,3,3,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1, ,1, , ,1,6,1,5,0,67,6,4,12,4,1,2,1,2,1,17,1,1,3,5,1,54,0,0,0,0,2,1,1,.708,17
109,1,3,2,2,2,3,3,3,3,3,1,2,3,3,3,2,2,1,1,2,2,1,1,1,2,1,1,3,2,3,1,3,1,1,1,1,2,2,3,3,1,3,2,3,1,3,3,2,1,3,3,1,2,3,1,2,1,1,2,1,2,2,2,2,2,2,1,7,2, , ,1, , ,5,1,5,1,47,4,3,11,3,1,1,1,4,1,17,1,1,1,2,1,21,0,0,0,2,2,1,1,.81,14
110,2,4,3,3,3,3,3,3,3,3,1,3,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,2,2,2,3,3,2,3,1,3,2,2,1,3,1,3,1,3,3,1,3,2,2,3,1, ,3,1,1,1,1,1,1,1,1,1,1, ,1, , ,2,4,1,5,0,67,6,4,12,4,1,1,0,2,1,14,2,1,1,2,1,23,0,0,0,0,2,1,1,.6411,118
111,2,3,1,1,2,2,3,2,1,2,1,2,3,2,3,2,2,1,1,2,3,1,3,3,3,1,1,3,3,1,2,1,3,1,2,2,1,2,2,2,2,2,2,3,1,2,1,3,2,1,2,1,2,2,1,2,1,2,2,3,1,1,2,2,1,2,1,7,2, , ,1, , ,1,1,5,1,33,2,2,10,3,1,1,1,3,1,8,1,1,3,6,1,62,0,1,0,0,2,1,1,1.148,7
112,2,2,2,2,2,3,3,3,3,3,3,2,3,2,1,3,2,1,1,3,2,1,3,3,2,1,3,3,3,3,3,1,2,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1,3,3, ,1,1,1,1,1,1,1,2,1,7,2, , ,1, , ,3,1,5,0,57,5,3,9,2,1,1,1,4,1,13,6,1,2,3,1,33,0,0,0,2,2,1,1,.8396,7
113,2,4,1,2,2,3,3,3,3,3,3,2,3,2,1,3,1,3,1,3,2,2,3,2,2,1,1,3,2,3,2,2,3,3,1,4,1,3,2,3,2,1,3,3,1,3,1,3,1,3,3,1,2,3,2,2,3, ,1,1,1,1,2,1,2,2,1,2,1, ,2, , ,1,5,1,5,0,50,4,3,12,4,1,2,1,1,3,15,5,1,4,9,2,93,0,0,0,0,1,1,1,.7108,7
114,1,3,3,3,2,-1,-1,-1,-1,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,2,3,2,3,3,3,3,3,4,5, , , ,-1, ,9,1,1,0,18,1,1,9,2,4,1,0,2,1,11,5,1,2,3,1,32,0,0,0,1,1,4,0,1.0839,5
115,2,2,4,2,1,1,3,2,3,2,3,2,3,2,1,3,2,2,2,2,1,1,2,2,2,2,1,3,1,2,1,2,3,1,2,2,2,3,3,3,2,2,2,3,1,2,1,1,3,3,3,3,3,3,1,3,2, ,2,2,1,3,1,2,1,2,-1,6,2, , ,2, , ,3,1,5,1,47,4,3,4,1,2,2,1,2,3,1,5,0,3,6,1,62,0,0,0,1,1,6,0,1.337,21
116,2,2,2,2,2,3,3,3,3,3,1,3,3,3,3,2,2,1,1,3,3,1,1,1,1,3,3,3,3,3,3,3,2,1,2,4,3,3,3,3,3,3,2,3,1,3,1,3,3,3,3,2,2,3,2,3,2,1,3,1,2,1,2,2,2,2,1,3,3, , , ,1,3,4,1,5,0,55,5,3,9,2,1,2,1,3,1,16,1,0,3,5,1,54,0,0,0,0,3,2,1,.8454,60
117,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,1,1, ,1, , ,3,6,1,5,0,30,2,2,12,4,1,1,0,2,1,14,1,1,2,3,1,34,0,0,0,0,2,1,1,.9145,5
118,2,3,3,2,2,3,1,3,3,3,3,2,3,3,3,3,1,3,3,2,3,3,3,3,3,1,3,3,1,3,3,2,1,3,-1,2,2,3,3,3,2,3,2,3,1,3,1,3,3,3,2,1,1,2,3,1,1,3,1,3,2,2,1,2,1,1,1,5,5, , , ,2, ,5,1,5,1,32,2,2,10,3,1,1,1,3,1,11,1,1,4,9,1,91,1,0,0,0,2,1,1,.9498,13
