CaseID,Q1,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q8,Q9A,Q9B,Q9C,Q9D,Q10A,Q10B,Q10C,Q10D,Q12,Q13,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q17,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q22a,Q22b,Q22c,Q22d,Q22e,Q22f,Q23,Q24,Q24A,Q25a,Q25b,Q25c,Q25d,Q25e,Q25f,Q25g,XPARTY7,PARTY_1,PARTY_1_Other,PARTY_2,PARTY_3,PARTY_4,TEAPARTY3,XIDEO,xspanish,xprimelan,PARENT,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,weight,duration
1457,2,2,2,1,4,2,3,3,2,3,1,2,1,2,3,2,2,3,2,2,2,3,3,2,3,1,1,3,3,3,3,1,1,3,1,1,2,2,2,3,3,3,2,1,1,2,1,1,1,3,3,1,3,1,1,1,1,2,1,2,2,1,1,1,1,2,1,5,5, , , ,2, ,4,1,3,0,54,4,3,9,2,4,1,1,6,3,14,1,1,1,1,2,16,0,0,0,0,6,1,1,1.2468,18
1458,2,3,2,2,2,3,3,2,1,3,1,2,3,2,3,3,2,1,1,3,2,1,3,2,2,1,1,3,1,3,1,2,2,1,2,1,3,3,2,3,3,3,3,3,1,3,1,3,3,3,2,1,1,3,2,1,2, ,3,1,1,1,1,1,1,1,1,6,2, , ,2, , ,2,1,5,0,22,1,1,10,3,3,1,1,4,3,1,5,1,1,2,2,23,0,0,0,0,4,7,1,2.0608,10
1459,1,1,2,1,2,3,3,3,3,3,1,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,4,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,7,2, , ,1, , ,4,2,3,1,46,4,3,10,3,4,1,1,5,3,6,1,1,1,2,2,22,0,1,1,1,2,1,1,.9965,20
1460,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,-1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,-1,1,1,1,1,1,3,1,4,5, , , ,-1, ,9,1,5,0,58,5,3,9,2,1,1,1,2,1,8,1,1,2,4,1,43,0,0,0,0,2,1,0,.847,23
1461,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,1,3,3,3,3,3,3,1,1,3,1,3,2,2,1,1,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2, ,2,-1,1,1,1,1,1,2,1,3,3, , , ,1,2,4,1,5,0,48,4,3,13,4,1,2,1,1,1,14,5,1,2,3,1,35,0,0,0,0,1,1,1,.7733,6
1462,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,2,1,1,2,1,1,1,1,5,3, , , ,2, ,4,1,5,-1,19,1,1,9,2,1,1,0,2,1,16,5,1,3,6,1,62,0,0,0,1,1,4,1,1.3515,4
1463,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,1,1,2,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,1,1,1,1,-1,1,1,1,1,1,1,1,5,5, , , ,2, ,4,1,5,1,46,4,3,7,1,3,2,1,4,1,11,1,1,2,4,2,43,0,0,1,1,2,1,1,1.9849,7
1464,2,3,3,2,2,3,3,3,3,3,1,2,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,2,3,1,2,3,3,2,-1,-1,3,-1,-1,3,3,3,3,3,-1,-1,3,-1,3,-1,1,-1,-1,3,1,3,3,2,-1,1,1,2,2,1,2,1,2,1, ,2, , ,3,6,1,5,0,57,5,3,13,4,1,2,1,3,1,10,1,1,1,2,1,22,0,0,0,0,3,7,1,.7229,7
1465,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,3,2,3,1,2,3,3,3,2,3,1,1,3,1,2,2,2,1,3,1,1,2,3,1,2,1,2,2,2,1,2,1,3,1,3,2,2,2,1,1,2,1, ,1,2,1,2,2,1,1,1,1,3,3, , , ,1,3,4,1,5,0,86,7,4,4,1,1,1,1,2,2,12,2,1,4,9,1,91,0,0,0,0,2,5,1,.8546,15
1466,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,3,3,3,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,1,1,1,2,1,2,2,1,2,2,1,1,3,3, , , ,1,2,5,1,5,1,29,2,1,14,4,1,2,1,3,3,14,1,1,2,3,2,31,0,1,0,0,2,1,1,1.1048,9
1467,2,2,2,2,2,3,3,3,3,3,1,3,2,2,1,3,2,3,1,3,3,3,3,3,3,1,1,1,2,2,2,2,1,2,2,2,2,3,2,2,1,3,2,2,3,3,1,2,3,3,2,1,3,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1, ,2, , ,3,5,1,5,0,67,6,4,9,2,1,2,1,2,1,16,1,1,1,2,1,22,0,0,0,0,2,5,1,.6646,14
1468,2,3,4,3,4,1,1,2,3,3,1,2,2,2,3,3,2,1,1,3,3,2,1,1,1,2,3,2,2,1,3,3,3,3,2,3,2,2,1,3,3,3,2,3,1,3,1,3,1,1,1,3,2,2,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1, ,1, , ,2,6,1,5,0,70,6,4,9,2,1,2,1,2,1,19,1,1,1,1,1,16,0,0,0,0,2,7,1,.6646,18
1469,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,3,3,3,2,1,1,3,3,3,2,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,1,1,1, ,1, , ,3,7,1,5,1,27,2,1,11,3,1,2,1,5,2,11,1,1,3,7,2,74,1,2,0,0,2,7,1,1.4988,4
1470,2,2,2,3,1,1,1,-1,-1,3,1,2,2,2,3,2,2,3,1,2,1,2,-1,1,3,1,1,3,2,3,3,3,1,1,1,2,1,2,2,2,-1,2,2,-1,1,2,1,3,1,2,3,2,2,2,2,-1,2,3,3,2,1,1,2,2,1,1,2,2,1, ,2, , ,3,5,1,5,0,74,6,4,9,2,1,2,1,2,1,13,1,1,3,7,1,73,0,0,0,0,2,5,1,.764,21
1471,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,1,3,2,3,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,1,1,3,1,1,2,1,1,1,1,3,5, , , ,1,2,4,1,5,-1,34,2,2,12,4,1,2,1,2,1,13,1,1,3,5,1,58,0,0,0,0,2,7,1,1.0399,6971
1472,2,2,2,2,2,3,3,3,3,3,2,2,3,2,1,2,2,1,2,2,2,1,1,1,1,1,1,3,-1,3,1,3,1,1,1,2,2,3,3,2,3,3,3,3,1,3,3,2,3,3,3,1,2,3,3,1,1,1,2,2,1,1,1,2,1,1,1,7,2, , ,1, , ,3,2,2,0,61,5,4,10,3,4,2,0,2,1,12,1,1,3,7,3,74,0,0,0,0,2,1,1,1.2781,16
1473,1,3,2,4,3,3,2,3,3,2,1,1,3,2,2,3,1,2,2,2,2,2,2,2,2,1,3,-1,-1,1,-1,-1,1,3,2,3,2,1,-1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1, ,3,3,1,-1,-1,-1,-1,-1,-1,5,5, , , ,2, ,7,1,5,0,36,3,2,1,1,1,2,1,2,4,5,3,1,1,2,2,22,0,0,0,1,1,1,0,1.1447,1
1474,2,2,3,2,3,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,3,3,3,3,2,2,1,1,2,1,1,3,3,2,3,2,2,1,1,2,2, ,1,2,1,1,1,2,1,2,1,6,2, , ,2, , ,4,2,1,0,21,1,1,10,3,4,1,0,5,1,13,5,1,4,9,1,93,0,1,0,0,4,4,1,.9076,10
1475,2,2,2,2,3,1,1,3,3,3,1,2,3,2,1,2,2,1,1,1,1,1,1,1,1,3,1,2,1,3,3,1,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,3,1,1,1,1,1,3,1,1,1, ,1, , ,3,6,1,5,1,37,3,2,12,4,1,2,1,7,1,15,1,1,4,8,1,82,1,2,2,0,2,1,1,.8941,9
1476,2,3,3,3,4,3,3,3,3,3,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,-1,4,3,3,3,3,3,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1, ,2, , ,-1,9,1,5,0,60,5,4,14,4,1,1,1,1,1,19,1,1,4,9,1,93,0,0,0,0,1,1,0,.5796,9
1477,2,2,1,1,1,1,1,1,2,3,2,2,1,2,2,2,2,1,1,1,1,1,3,1,3,1,1,3,1,3,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1, ,1,3,1,1,1,1,1,1,1,2,1, ,2, , ,1,4,1,5,0,53,4,3,9,2,1,1,0,3,1,9,5,1,1,2,2,21,0,0,0,0,3,2,1,.8475,21
1478,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,3,2,1,2,2,1,1,2,6,2, , ,2, , ,4,1,5,0,24,1,1,12,4,1,1,0,3,2,17,5,1,2,3,1,31,0,0,0,0,3,1,1,.9823,3
1479,2,2,2,2,1,3,3,3,3,3,3,2,3,3,3,3,1,1,1,2,2,3,3,2,2,1,1,3,2,3,2,2,2,2,2,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,1,1,3,1,2,1,2,2,2,1,7,2, , ,1, , ,3,1,5,0,32,2,2,14,4,1,2,1,2,1,17,1,1,4,8,2,86,0,0,0,0,2,1,1,.8941,5
1480,2,3,3,2,2,3,2,2,1,3,1,2,3,2,3,2,1,2,2,3,2,1,1,1,1,1,1,2,1,2,3,2,1,3,2,2,3,2,2,2,3,3,2,2,1,2,1,2,2,3,3,1,1,2,1,2,2, ,1,2,1,1,2,2,3,2,1,5,3, , , ,2, ,2,1,5,1,45,4,3,10,3,5,2,1,2,4,7,3,1,4,8,1,84,0,1,0,0,1,1,1,.3564,10
1481,1,1,1,1,1,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,3,2,3,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,1,1, ,3,2,1,1,1,2,2,2,1,6,2, , ,2, , ,2,1,5,0,19,1,1,10,3,1,2,0,2,1,16,5,1,4,9,1,91,0,0,0,0,2,4,1,1.2725,7
1482,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,2,2,1,3,2,1,3,3,3,3,3,1,2,1,2,2,3,3,3,3,3,3,3,2,1,2,1,2,1,3,2,2,3,3,1,2,1,1,1,1,1,2,2,2,2,2,1,5,3, , , ,2, ,4,1,1,1,39,3,2,12,4,4,1,1,6,1,16,1,1,3,7,1,74,1,0,2,0,3,1,1,.888,494
1483,1,2,2,2,1,3,3,3,3,3,1,2,3,1,1,3,1,1,1,2,3,2,3,1,3,1,3,3,1,2,2,2,2,2,1,2,2,2,3,3,3,3,2,2,1,2,3,3,3,3,1,2,2,3,2,2,2,3,3,3,1,-1,2,1,2,2,1,7,2, , ,1, , ,2,1,5,1,49,4,3,13,4,1,1,1,4,1,15,1,1,4,8,1,82,0,0,1,1,2,1,1,.6167,21
1484,1,3,2,3,3,3,3,3,3,3,1,2,3,2,1,3,2,1,1,3,2,1,1,3,1,1,1,3,2,2,1,1,3,2,1,2,1,2,2,2,2,1,2,3,1,3,1,3,3,3,3,2,2,3,2,3,3,1,1,1,2,1,2,1,2,2,2,2,1, ,2, , ,2,5,1,5,1,47,4,3,12,4,1,1,1,4,1,17,1,1,1,1,1,16,0,0,0,2,2,1,1,.6892,21
1485,2,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,2,1,1,1,1,1,1,1,1,4,5, , , ,-1, ,4,1,5,0,52,4,3,9,2,1,1,1,1,2,9,5,1,4,9,2,93,0,0,0,0,1,1,1,.7583,8
1486,1,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,1,3,3,3,2,1,1,2,3,3,3,3,3,3,2,3,1,3,1,3,1,3,3,1,1,3,3,2,3, ,1,3,1,1,2,1,1,1,1,6,2, , ,2, , ,5,1,5,0,37,3,2,12,4,2,2,1,1,3,13,5,1,3,7,2,72,0,0,0,0,1,1,1,1.4129,9
1487,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,1,2,3,3,3,3,3,1,1,3,2,3,2,1,2,3,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1, ,1,2,1,1,1,2,1,2,1,7,2, , ,1, , ,2,1,5,0,27,2,1,11,3,1,2,1,1,3,10,5,1,3,7,2,74,0,0,0,0,1,1,1,1.4988,9
1488,2,2,2,2,1,3,3,3,3,3,1,3,3,2,2,3,2,3,3,3,3,3,3,3,3,1,1,3,2,2,3,3,1,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,-1,3,3,3,2,3,1,2,3,3,1,2,1,2,1,3,1,1,1,1,1, ,1, , ,3,4,1,5,1,22,1,1,9,2,5,1,1,6,4,2,1,0,3,7,1,73,0,1,2,1,2,1,0,.4969,9
1489,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,-1,3,1,2,2,3,1,2,2,1,1,3,2,3,-1,-1,1,1,2,1,2,2,2,2,2,3,2,2,3,3,3,2,3,3,3,1,3,3,3,1,1, ,3,1,1,1,1,1,1,1,1,7,2, , ,1, , ,2,1,5,0,68,6,4,10,3,2,2,0,4,1,14,3,1,3,6,2,63,0,1,0,0,3,5,1,1.2054,12
1490,2,1,2,1,1,3,3,3,3,2,3,3,3,2,3,2,2,3,1,2,3,3,1,3,3,1,1,3,2,3,3,2,2,1,1,1,3,2,2,2,1,2,2,3,1,2,1,2,3,3,2,1,1,3,2,3,1,3,1,3,1,1,1,2,1,2,1,3,5, , , ,1,3,4,1,5,1,36,3,2,9,2,1,1,1,5,1,12,1,1,4,8,1,87,0,0,3,0,2,1,1,1.0188,21
1491,1,3,1,2,2,3,3,3,3,3,1,2,3,2,3,3,2,1,2,2,2,2,1,3,1,1,1,3,2,3,2,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,3,2,1,1,2,2,1,1,1,6,2, , ,2, , ,4,1,5,0,31,2,2,13,4,1,2,1,2,1,17,1,1,3,5,1,59,0,0,0,0,2,1,1,1.0476,1661
1492,2,3,2,1,2,1,1,3,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1, ,-1, , ,1,9,1,5,0,72,6,4,9,2,1,1,1,2,1,13,1,1,3,5,1,54,0,0,0,0,2,5,1,.8539,4
1494,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,1,1,3,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,2,3,1,1,2,2,2,2,1,3,5, , , ,1,1,2,1,5,0,59,5,3,13,4,1,2,1,2,1,16,1,1,4,8,1,88,0,0,0,0,2,5,1,.7108,9
1495,2,2,1,2,1,3,3,3,3,3,3,2,3,2,1,3,2,3,1,1,2,2,3,1,2,1,1,3,3,3,3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,2,2,1,2,2,2,1,1,2,1,2,1,5,3, , , ,2, ,1,1,5,1,34,2,2,12,4,1,1,1,3,3,15,1,1,1,2,2,21,1,0,0,0,2,1,1,.9245,8
1496,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,1,1,2,2,3,3,2,2,1,1,3,2,3,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,1,1,3,1,1,2,1,2,2,1,1,1, ,1, , ,1,6,1,5,1,38,3,2,12,4,1,2,1,5,1,16,1,1,2,3,1,32,0,2,1,0,2,2,1,.9727,11
1497,2,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,2,3,3,2,3,1,3,3,3,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,3,2,3,3,2,2,2,1,2,2,1,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3, , , ,1,3,4,1,5,0,57,5,3,9,2,1,2,1,2,1,6,1,0,2,3,2,32,0,0,0,0,2,6,0,.8239,13
1498,2,3,3,4,3,1,1,2,1,1,1,3,1,1,3,3,1,3,3,3,3,1,3,3,3,2,2,2,2,3,3,3,3,3,2,4,1,3,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,3,1,2,3,1,1,2,1,1,1,2,1,2,1,1,1, ,1, , ,3,4,1,5,0,43,3,2,12,4,1,1,1,2,1,17,1,1,1,2,1,21,0,0,0,0,2,1,1,.9245,8
1499,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,2,2,1,2,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,2,2,3,2,3,2, ,1,1,1,1,1,1,1,2,1,2,1, ,2, , ,3,4,1,5,0,51,4,3,12,4,1,2,1,2,1,19,6,0,4,9,1,94,0,0,0,0,2,1,1,.9997,8
1500,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,3,2,3,1,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,1,1,1,3,2,2,2,1,1,1,2,1,7,2, , ,1, , ,2,1,5,1,48,4,3,12,4,1,2,1,5,1,16,1,1,1,2,1,21,0,0,2,1,2,1,1,.7191,14
1501,2,3,2,3,2,3,3,3,3,3,2,3,3,2,2,3,2,3,3,2,2,3,3,2,2,3,3,2,1,3,3,3,2,3,1,3,2,3,3,3,2,2,3,3,1,3,1,3,2,1,3,-1,2,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1, ,1, , ,1,6,1,5,0,82,7,4,9,2,1,1,1,2,1,8,1,0,3,5,1,55,0,0,0,0,2,5,1,.7361,17
1502,2,3,2,3,2,2,3,1,2,3,3,2,1,2,1,2,2,1,2,3,2,1,1,2,2,1,1,3,1,3,2,2,1,1,2,2,3,2,2,3,1,3,2,2,1,2,1,3,3,3,3,1,1,3,2,2,1,1,1,1,2,1,1,2,2,2,1,7,2, , ,1, , ,2,1,5,0,35,3,2,12,4,3,1,1,2,3,15,1,1,2,3,2,33,0,0,0,0,2,1,1,1.8867,7
1503,2,3,3,3,2,3,3,1,1,3,1,2,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1, ,1, , ,1,6,1,5,0,69,6,4,10,3,5,1,1,2,1,11,1,1,4,8,1,86,0,0,0,0,2,2,1,.3243,11
1504,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,1,1,1,2,1,2,1,1,1, ,1, , ,3,4,1,5,1,55,5,3,9,2,1,1,1,5,1,11,1,1,2,3,1,32,0,0,0,1,4,1,1,.8383,10
1505,2,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,1,2,1,3,3,2,3,3,3,2,3,3,3,1,2,3,3,1,3,3,3,3,3,3,3,1,3,1,1,2,2,1,2,1,3,3, , , ,1,1,6,1,1,1,41,3,2,12,4,4,1,1,4,1,15,1,1,4,9,1,93,1,1,0,0,2,1,1,.7347,6
1506,2,3,2,2,2,3,3,3,3,3,1,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,1,1,1,3,3,1,1,2,1,1,1,2,2,1, ,2, , ,3,5,1,5,0,56,5,3,12,4,1,1,1,2,1,12,1,1,1,2,1,21,0,0,0,0,2,4,1,.6745,8
1507,2,4,3,3,2,3,3,3,3,3,3,2,3,3,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,3,3,1,2,2,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,1,2,3,2,3,3,2,3,1,1,1,3,2,1,2,1,5,3, , , ,2, ,4,1,5,0,68,6,4,13,4,1,1,1,2,1,15,1,0,3,5,1,57,0,0,0,0,2,5,1,.5987,9
1508,2,3,2,2,2,3,3,3,3,3,2,2,3,2,3,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,1,2,1,1,2,1,1,2,2,2,3,1,2,3,1,2,1,3,1,3,3,1,-1,2,1,1,1,1,3,1,1,2,2,2,2,1,1,1,1, ,1, , ,3,7,1,5,1,53,4,3,9,2,2,1,1,3,1,14,1,1,3,7,1,73,0,0,0,1,2,1,1,1.5496,10
1509,2,3,3,2,2,1,1,2,1,3,1,2,1,2,1,3,1,1,1,1,1,-1,3,3,3,1,1,2,1,2,1,1,1,1,1,2,3,3,3,3,1,3,3,3,1,3,1,3,1,3,3,1,1,1,1,1,1,3,1,3,1,1,2,1,2,2,1,2,1, ,2, , ,1,7,1,5,0,73,6,4,9,2,1,1,1,2,1,13,1,0,3,6,1,62,0,0,0,1,1,5,1,.7373,13
1510,2,2,3,3,1,3,3,3,3,3,3,2,2,2,3,2,2,3,3,3,3,1,1,2,3,1,1,2,3,3,2,2,1,1,2,2,3,2,2,2,3,3,3,3,3,2,3,2,3,3,2,1,3,3,2,1,1, ,1,2,1,1,1,1,1,1,1,2,1, ,2, , ,1,4,1,5,0,51,4,3,13,4,5,2,1,1,1,12,3,1,3,5,1,59,0,0,0,0,1,1,1,.3687,9
1512,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,1,3,3,2,3,3,3,3,3,1,1,3,2,2,3,1,2,1,2,2,3,3,2,3,3,1,2,3,3,3,1,2,3,3,3,1,2,2,2,1,1,3,1,2,1,1,2,1,1,1,1,5,3, , , ,2, ,5,1,5,0,63,5,4,9,2,1,1,1,2,1,12,1,0,2,3,1,34,0,0,0,0,2,5,0,.9631,26
1513,2,2,2,2,2,3,3,3,3,3,1,2,3,2,1,3,2,3,3,3,3,3,3,3,1,1,1,3,1,2,2,2,1,2,2,2,2,2,3,1,1,1,2,1,1,2,1,2,1,3,3,2,2,2,2,2,1,1,3,3,1,1,1,1,1,1,1,2,1, ,2, , ,3,5,1,5,1,48,4,3,12,4,1,2,1,5,1,14,1,1,1,2,1,22,0,0,0,3,2,1,1,.7191,11
1514,1,2,2,2,2,3,3,3,3,3,1,2,3,3,3,2,2,1,3,1,3,1,1,1,3,1,1,3,3,3,1,2,1,1,1,2,3,3,3,3,3,3,3,3,1,2,1,2,3,3,3,1,3,3,2,1,1, ,3,3,1,1,2,1,1,1,2,2,1, ,2, , ,3,2,1,5,0,44,3,2,9,2,1,2,0,2,1,8,3,1,2,4,2,41,0,0,0,0,2,1,1,1.0631,16
1517,2,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,1,1,2,1,1,2,1,6,2, , ,2, , ,3,2,3,1,38,3,2,9,2,4,1,1,4,3,5,1,1,3,5,2,56,0,1,1,0,2,1,1,1.5479,9
1518,2,3,3,4,4,1,3,3,3,3,1,1,3,2,3,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,1,4,3,3,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3, ,1,3,2,1,1,1,2,2,1,1,1, ,1, , ,1,6,1,5,0,66,6,4,10,3,1,2,1,2,1,6,3,1,3,5,1,56,0,0,1,0,1,5,0,.9941,6077
1519,2,1,2,1,1,3,2,1,1,3,1,2,2,2,3,2,2,2,1,2,2,1,2,1,1,1,1,3,3,3,3,1,1,1,2,1,2,2,2,2,2,2,2,3,1,2,1,2,2,3,3,1,3,3,3,1,3, ,3,2,1,1,1,1,1,2,1,2,1, ,2, , ,1,2,2,3,1,34,2,2,10,3,4,2,0,3,3,12,6,1,1,2,2,21,0,0,1,0,2,2,1,1.9871,10
1520,2,2,1,2,1,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,1,3,3,3,1,1,3,2,2,2,2,1,1,1,1,2,2,2,3,3,3,3,3,3,2,1,3,3,3,3,2,2,3,3,2,2,1,1,2,1,1,2,1,1,2,1,6,2, , ,2, , ,2,1,5,1,50,4,3,12,4,1,1,1,4,1,17,1,1,2,4,1,41,0,0,0,2,2,1,1,.6818,719
1521,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,1,1,1,1,1,2,1,1,2,2,3,3,2,3,3,3,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,5, , , ,1,3,5,1,5,0,59,5,3,9,2,1,1,1,2,1,17,1,1,4,9,1,91,0,0,0,0,2,1,1,.7761,821
1522,1,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,1,1,1,1,1,1,3,2,3,3,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,1,1,1,2,1,1,1,1,1,1,1,6,2, , ,2, , ,3,1,5,0,29,2,1,12,4,1,2,1,2,3,16,1,1,4,8,2,87,0,0,0,0,2,7,1,1.0154,5
